Jenjang;fakultas/sekolah;prodi;nama_mk;semester;deskripsi_mk;sumber_deskripsi;status_kepmen;kriteria_kepmen_match;keyword_match
S1;Fakultas Teknik UGM;Teknik Geodesi;Oseanografi Fisis;Semester 2;Mempelajari sifat fisik dan dinamika laut (arus, gelombang, pasang surut, suhu, salinitas) serta peran laut dalam sistem iklim dan perubahan iklim.;Kurasi manual;Substansial – dihitung;b;perubahan iklim
S1;Fakultas Teknik UGM;Teknik Geodesi;Pemrograman Komputer;Semester 2;Mempelajari pemrograman komputer.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Praktikum Pemrograman Komputer;Semester 2;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk pemrograman komputer.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Praktikum Sistem Basisdata;Semester 2;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk sistem basis data.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Praktikum Survei Terestris II;Semester 2;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk survei terestris.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Sistem Basisdata;Semester 2;Mempelajari sistem basis data.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Sistem Koordinat;Semester 2;Mempelajari sistem koordinat.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Survei Terestris II;Semester 2;Mempelajari survei terestris.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Administrasi Pertanahan;Semester 3;Mempelajari administrasi pertanahan.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Analisis Statistika;Semester 3;Mempelajari analisis statistika.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Fotogrametri Dasar;Semester 3;Mempelajari fotogrametri dasar.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Geodesi Satelit;Semester 3;Mempelajari geodesi satelit.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Geometri Diferensial;Semester 3;Mempelajari geometri diferensial.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Praktikum Fotogrametri Dasar;Semester 3;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk fotogrametri dasar.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Praktikum Sistem Informasi Geografis;Semester 3;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk sistem informasi geografis.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Praktikum Survei Terestris III;Semester 3;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk survei terestris.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Sistem Informasi Geografis;Semester 3;Mempelajari sistem informasi geografis.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Sistem Referensi Geodesi;Semester 3;Mempelajari sistem referensi geodesi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Survei Terestris III;Semester 3;Mempelajari survei terestris.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Bahasa Indonesia;Semester 4;Mempelajari kaidah bahasa Indonesia dan keterampilan menulis akademik: ejaan, kalimat efektif, paragraf, dan penulisan karya ilmiah.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;Fakultas Teknik UGM;Teknik Geodesi;Grafika Komputer dan Visualisasi;Semester 4;Mempelajari grafika komputer dan visualisasi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Kartografi;Semester 4;Mempelajari kartografi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Pendidikan Kewarganegaraan;Semester 4;Mempelajari hak dan kewajiban warga negara, demokrasi, konstitusi, identitas nasional, dan wawasan kebangsaan.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;Fakultas Teknik UGM;Teknik Geodesi;Pendidikan Pancasila;Semester 4;Mempelajari Pancasila sebagai dasar negara, ideologi, dan sistem etika, serta penerapannya dalam kehidupan berbangsa dan bernegara.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;Fakultas Teknik UGM;Teknik Geodesi;Penginderaan Jauh;Semester 4;Mempelajari penginderaan jauh.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Praktikum Grafika Komputer dan Visualisasi;Semester 4;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk grafika komputer dan visualisasi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Praktikum Kartografi;Semester 4;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk kartografi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Praktikum Penginderaan Jauh;Semester 4;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk penginderaan jauh.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Proyeksi Peta;Semester 4;Mempelajari proyeksi peta.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Geodesi Fisis;Semester 5;Mempelajari geodesi fisis.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Kemah Kerja;Semester 5;Praktik lapangan kemah kerja geodesi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Pemrograman Spasial;Semester 5;Mempelajari pemrograman spasial.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Penetapan dan Penegasan Batas Wilayah;Semester 5;Mempelajari penetapan batas wilayah.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Praktikum Sistem Fotogrametri Digital;Semester 5;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk fotogrametri digital.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Praktikum Survei GNSS;Semester 5;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk survei GNSS.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Praktikum Survei Hidrografi I;Semester 5;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk survei hidrografi: batimetri, pasang surut, dan pemetaan dasar perairan.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Sistem Fotogrametri Digital;Semester 5;Mempelajari fotogrametri digital.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Survei GNSS;Semester 5;Mempelajari survei GNSS.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Survei Hidrografi I;Semester 5;Mempelajari survei hidrografi: batimetri, pasang surut, dan pemetaan dasar perairan.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Analisis Citra Penginderaan Jauh;Semester 6;Mempelajari analisis citra penginderaan jauh.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Analisis Geospasial;Semester 6;Mempelajari analisis geospasial.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Jaring Kontrol Geodesi;Semester 6;Mempelajari jaring kontrol geodesi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Metodologi Penelitian;Semester 6;Mempelajari filosofi dan desain penelitian, perumusan masalah dan hipotesis, teknik sampling dan pengumpulan data, analisis data, serta etika penelitian.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;Fakultas Teknik UGM;Teknik Geodesi;Perancangan Sistem Informasi Pertanahan;Semester 6;Mempelajari perancangan sistem informasi pertanahan.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Praktikum Analisis Citra Penginderaan Jauh;Semester 6;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk analisis citra penginderaan jauh.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Praktikum Analisis Geospasial;Semester 6;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk analisis geospasial.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Praktikum Survei Kadastral;Semester 6;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk survei kadastral.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Survei Hidrografi II;Semester 6;Mempelajari survei hidrografi: batimetri, pasang surut, dan pemetaan dasar perairan.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Survei Kadastral;Semester 6;Mempelajari survei kadastral.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;Kerja Praktik;Semester 7;Kegiatan praktik kerja di industri/instansi untuk menerapkan kompetensi program studi dan menyusun laporan praktik.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;Fakultas Teknik UGM;Teknik Geodesi;Pendidikan Agama;Semester 7;Mempelajari ajaran agama sebagai landasan moral, spiritual, dan etika dalam kehidupan pribadi, akademik, dan bermasyarakat.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;Fakultas Teknik UGM;Teknik Geodesi;Pendidikan Agama Budha;Semester 7;Mempelajari ajaran agama sebagai landasan moral, spiritual, dan etika dalam kehidupan pribadi, akademik, dan bermasyarakat.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;Fakultas Teknik UGM;Teknik Geodesi;Pendidikan Agama Hindu;Semester 7;Mempelajari ajaran agama sebagai landasan moral, spiritual, dan etika dalam kehidupan pribadi, akademik, dan bermasyarakat.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;Fakultas Teknik UGM;Teknik Geodesi;Pendidikan Agama Islam;Semester 7;Mempelajari ajaran agama sebagai landasan moral, spiritual, dan etika dalam kehidupan pribadi, akademik, dan bermasyarakat.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;Fakultas Teknik UGM;Teknik Geodesi;Pendidikan Agama Katolik;Semester 7;Mempelajari ajaran agama sebagai landasan moral, spiritual, dan etika dalam kehidupan pribadi, akademik, dan bermasyarakat.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;Fakultas Teknik UGM;Teknik Geodesi;Pendidikan Agama Kristen;Semester 7;Mempelajari ajaran agama sebagai landasan moral, spiritual, dan etika dalam kehidupan pribadi, akademik, dan bermasyarakat.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;Fakultas Teknik UGM;Teknik Geodesi;Proyek Rekayasa Geodesi-Geomatika;Semester 7;Proyek rekayasa geodesi-geomatika.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geodesi;KKN-PPM;Semester 8;Kuliah Kerja Nyata: pembelajaran-pemberdayaan masyarakat di lokasi desa/wilayah melalui program kerja interdisipliner bersama masyarakat. Hanya dihitung untuk indikator Kepmen bila program kerjanya bertema lingkungan secara substansial (cek laporan/RPS).;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;Fakultas Teknik UGM;Teknik Geodesi;Kuliah Kerja Nyata;Semester 8;Kuliah Kerja Nyata: pembelajaran-pemberdayaan masyarakat di lokasi desa/wilayah melalui program kerja interdisipliner bersama masyarakat. Hanya dihitung untuk indikator Kepmen bila program kerjanya bertema lingkungan secara substansial (cek laporan/RPS).;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;Fakultas Teknik UGM;Teknik Geodesi;Skripsi;Semester 8;Pelaksanaan penelitian/proyek akhir mandiri di bawah bimbingan dosen, penulisan laporan ilmiah, dan ujian akhir. Keterkaitan dengan kriteria Kepmen bergantung pada topik tiap mahasiswa.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;Fakultas Teknik UGM;Teknik Geologi;Aljabar Linier;Semester 1;Mempelajari aljabar linear.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geologi;Fisika 1;Semester 1;Mempelajari fisika dasar.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geologi;Geologi Dasar;Semester 1;Mempelajari geologi dasar.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geologi;Kalkulus;Semester 1;Mempelajari konsep matematika (fungsi, limit, turunan, integral, aljabar) dan penerapannya dalam pemecahan masalah bidang ilmu.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;Fakultas Teknik UGM;Teknik Geologi;Kimia Dasar 1;Semester 1;Mempelajari konsep dasar kimia: struktur atom, ikatan, stoikiometri, kesetimbangan, termokimia, dan larutan.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;Fakultas Teknik UGM;Teknik Geologi;Matematika Dasar;Semester 1;Mempelajari konsep matematika (fungsi, limit, turunan, integral, aljabar) dan penerapannya dalam pemecahan masalah bidang ilmu.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;Fakultas Teknik UGM;Teknik Geologi;Matematika Teknik 1;Semester 1;Mempelajari konsep matematika (fungsi, limit, turunan, integral, aljabar) dan penerapannya dalam pemecahan masalah bidang ilmu.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;Fakultas Teknik UGM;Teknik Geologi;Mineralogi;Semester 1;Mempelajari mineralogi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geologi;Praktikum Geologi Dasar;Semester 1;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk geologi dasar.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geologi;Praktikum Mineralogi;Semester 1;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk mineralogi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geologi;Fisika 2;Semester 2;Mempelajari fisika dasar.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geologi;Geologi Struktur;Semester 2;Mempelajari geologi struktur.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geologi;Kimia Dasar 2;Semester 2;Mempelajari konsep dasar kimia: struktur atom, ikatan, stoikiometri, kesetimbangan, termokimia, dan larutan.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;Fakultas Teknik UGM;Teknik Geologi;Kimia Fisika;Semester 2;Mempelajari kimia fisika.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geologi;Konsep Keteknikan untuk Peradaban;Semester 2;Mempelajari peran rekayasa dalam peradaban: sejarah teknologi, proses desain teknik, etika insinyur, serta dampak sosial dan lingkungan dari teknologi.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;Fakultas Teknik UGM;Teknik Geologi;Matematika Teknik 2;Semester 2;Mempelajari konsep matematika (fungsi, limit, turunan, integral, aljabar) dan penerapannya dalam pemecahan masalah bidang ilmu.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;Fakultas Teknik UGM;Teknik Geologi;Penginderaan Jauh dan Geomorfologi;Semester 2;Mempelajari bentuk lahan, proses pembentukannya (fluvial, vulkanik, marin, karst), dan interpretasi citra untuk analisis lanskap serta potensi bahaya geomorfologis.;Kurasi manual;Parsial/bergantung topik – verifikasi RPS;;
S1;Fakultas Teknik UGM;Teknik Geologi;Petrologi;Semester 2;Mempelajari petrologi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geologi;Praktikum Geologi Struktur;Semester 2;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk geologi struktur.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geologi;Praktikum Penginderaan Jauh dan Geomorfologi;Semester 2;Mempelajari bentuk lahan, proses pembentukannya (fluvial, vulkanik, marin, karst), dan interpretasi citra untuk analisis lanskap serta potensi bahaya geomorfologis.;Kurasi manual;Parsial/bergantung topik – verifikasi RPS;;
S1;Fakultas Teknik UGM;Teknik Geologi;Praktikum Petrologi;Semester 2;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk petrologi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geologi;Statika;Semester 2;Mempelajari statika.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geologi;Bahasa Inggris;Semester 3;Mempelajari keterampilan bahasa Inggris (reading, writing, listening, speaking) untuk keperluan akademik dan profesional.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;Fakultas Teknik UGM;Teknik Geologi;Bahasa Inggris;Semester 3;Mempelajari keterampilan bahasa Inggris (reading, writing, listening, speaking) untuk keperluan akademik dan profesional.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;Fakultas Teknik UGM;Teknik Geologi;Geoinformasi dan Manajemen Data;Semester 3;Mempelajari geoinformasi dan manajemen data.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geologi;Geokimia;Semester 3;Mempelajari geokimia.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geologi;Kimia Analitik;Semester 3;Mempelajari kimia analitik.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geologi;Mekanika Fluida;Semester 3;Mempelajari mekanika fluida.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geologi;Metode Numerik;Semester 3;Mempelajari metode numerik: akar persamaan, interpolasi, integrasi, dan persamaan diferensial numerik.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;Fakultas Teknik UGM;Teknik Geologi;Paleontologi;Semester 3;Mempelajari paleontologi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
